review_id,section,start,end,type,annotator_a,annotator_b,chosen,rule,which
6329,desc,203,229,label_conflict,privacy,durability,durability,prefer_more_frequent,
6329,desc,280,325,label_conflict,storage,privacy,storage,prefer_more_frequent,
6329,desc,358,429,label_conflict,ventilation,storage,storage,prefer_more_frequent,
6329,desc,431,457,label_conflict,wind_resistance,storage,storage,prefer_more_frequent,
6329,desc,554,581,span_only_one_annotator,,,ventilation,union_keep,b_only
6329,desc,554,602,span_only_one_annotator,,,stability,union_keep,a_only
6329,desc,614,660,span_only_one_annotator,,,stability,union_keep,b_only
6329,desc,737,750,span_only_one_annotator,,,included_items,union_keep,b_only
6329,desc,755,777,span_only_one_annotator,,,ease_of_use,union_keep,b_only
6329,desc,782,817,span_only_one_annotator,,,ease_of_use,union_keep,b_only
6329,review,39,71,label_conflict,build_quality,material,material,prefer_more_frequent,
6372,desc,163,197,span_only_one_annotator,,,performance,union_keep,b_only
6374,desc,0,51,span_only_one_annotator,,,ease_of_use,union_keep,a_only
6374,review,0,18,span_only_one_annotator,,,performance,union_keep,a_only
6690,title,16,21,span_only_one_annotator,,,design,union_keep,a_only
6690,title,71,83,label_conflict,insulation,ease_of_use,ease_of_use,prefer_more_frequent,
6690,review,16,28,label_conflict,build_quality,price,build_quality,prefer_more_frequent,
6690,review,45,50,span_only_one_annotator,,,price,union_keep,a_only
6714,title,8,15,label_conflict,temperature_rating,ease_of_use,ease_of_use,prefer_more_frequent,
6714,title,16,21,span_only_one_annotator,,,design,union_keep,a_only
6714,title,71,83,label_conflict,insulation,ease_of_use,ease_of_use,prefer_more_frequent,
6714,review,0,15,label_conflict,temperature_rating,ease_of_use,ease_of_use,prefer_more_frequent,
6714,review,37,67,label_conflict,size,capacity,size,prefer_more_frequent,
6738,review,438,460,label_conflict,portability,design,portability,prefer_non_generic,
6738,review,504,530,label_conflict,price,portability,portability,prefer_more_frequent,
6738,review,556,612,label_conflict,durability,price,durability,prefer_more_frequent,
6738,review,720,764,span_only_one_annotator,,,durability,union_keep,b_only
6786,review,620,685,label_conflict,insulation,ease_of_use,ease_of_use,prefer_more_frequent,
7052,desc,756,781,label_conflict,portability,compatibility,portability,prefer_more_frequent,
7052,desc,1061,1160,span_only_one_annotator,,,portability,union_keep,b_only
7052,review,784,845,label_conflict,build_quality,performance,build_quality,prefer_non_generic,
7052,review,847,902,span_only_one_annotator,,,build_quality,union_keep,b_only
7058,title,20,30,span_only_one_annotator,,,weight,union_keep,b_only
7058,title,20,36,span_only_one_annotator,,,weight,union_keep,a_only
7058,desc,358,402,label_conflict,portability,compatibility,portability,prefer_more_frequent,
7058,desc,503,614,label_conflict,included_items,performance,included_items,prefer_non_generic,
7058,desc,627,673,label_conflict,performance,portability,portability,prefer_non_generic,
7058,desc,722,742,label_conflict,portability,included_items,portability,prefer_more_frequent,
7058,desc,756,782,span_only_one_annotator,,,performance,union_keep,b_only
7058,desc,1061,1161,span_only_one_annotator,,,design,union_keep,b_only
7058,desc,1187,1218,span_only_one_annotator,,,portability,union_keep,b_only
7058,desc,1246,1303,span_only_one_annotator,,,performance,union_keep,b_only
7058,review,0,27,span_only_one_annotator,,,ease_of_use,union_keep,b_only
7067,title,8,21,span_only_one_annotator,,,portability,union_keep,a_only
7067,review,101,135,span_only_one_annotator,,,build_quality,union_keep,a_only
7067,review,273,294,span_only_one_annotator,,,build_quality,union_keep,a_only
7257,desc,100,120,span_only_one_annotator,,,stability,union_keep,a_only
7257,desc,121,191,label_conflict,weight,compatibility,weight,prefer_more_frequent,
7257,desc,227,269,label_conflict,runtime,stability,stability,prefer_more_frequent,
7257,desc,277,353,label_conflict,performance,weight,weight,prefer_non_generic,
7257,desc,355,413,span_only_one_annotator,,,runtime,union_keep,b_only
7257,desc,415,439,span_only_one_annotator,,,performance,union_keep,b_only
7257,review,306,344,label_conflict,ease_of_use,compatibility,ease_of_use,prefer_more_frequent,
7257,review,346,377,label_conflict,performance,ease_of_use,ease_of_use,prefer_non_generic,
7257,review,400,421,span_only_one_annotator,,,performance,union_keep,b_only
7257,review,424,495,span_only_one_annotator,,,performance,union_keep,b_only
7257,review,498,531,span_only_one_annotator,,,compatibility,union_keep,b_only
7273,review,350,393,span_only_one_annotator,,,design,union_keep,b_only
7273,review,452,470,span_only_one_annotator,,,design,union_keep,b_only
7273,review,500,524,span_only_one_annotator,,,performance,union_keep,b_only
7348,title,0,21,span_only_one_annotator,,,portability,union_keep,a_only
7348,title,37,55,span_only_one_annotator,,,portability,union_keep,b_only
7348,desc,615,661,label_conflict,portability,design,portability,prefer_non_generic,
7348,desc,771,832,span_only_one_annotator,,,portability,union_keep,b_only
7348,review,0,18,span_only_one_annotator,,,design,union_keep,b_only
7348,review,19,73,span_only_one_annotator,,,ease_of_use,union_keep,b_only
7415,desc,2423,2445,span_only_one_annotator,,,build_quality,union_keep,a_only
7457,title,31,37,span_only_one_annotator,,,size,union_keep,b_only
7457,desc,8,52,span_only_one_annotator,,,ease_of_use,union_keep,b_only
7457,desc,35,52,span_only_one_annotator,,,ease_of_use,union_keep,a_only
7457,desc,417,457,label_conflict,compatibility,design,compatibility,prefer_non_generic,
7457,review,122,146,label_conflict,build_quality,stability,build_quality,prefer_more_frequent,
7508,title,54,66,span_only_one_annotator,,,size,union_keep,b_only
7508,desc,0,46,span_only_one_annotator,,,compatibility,union_keep,a_only
7550,title,54,66,span_only_one_annotator,,,size,union_keep,b_only
7550,review,15,38,label_conflict,size,included_items,size,prefer_more_frequent,
7550,review,212,218,span_only_one_annotator,,,price,union_keep,b_only
7550,review,790,804,label_conflict,price,size,size,prefer_more_frequent,
7550,review,827,887,label_conflict,durability,price,durability,prefer_more_frequent,
7550,review,1052,1101,label_conflict,price,durability,durability,prefer_more_frequent,
7643,title,17,35,span_only_one_annotator,,,portability,union_keep,a_only
7643,title,40,56,span_only_one_annotator,,,compatibility,union_keep,a_only
7661,review,63,68,span_only_one_annotator,,,design,union_keep,b_only
7665,title,17,35,span_only_one_annotator,,,compatibility,union_keep,a_only
7665,desc,129,163,label_conflict,weather_resistance,insulation,insulation,prefer_more_frequent,
7665,desc,173,190,label_conflict,storage,portability,portability,prefer_more_frequent,
7665,desc,213,233,span_only_one_annotator,,,design,union_keep,b_only
7665,desc,256,270,span_only_one_annotator,,,design,union_keep,b_only
7665,desc,275,287,span_only_one_annotator,,,storage,union_keep,b_only
7693,title,17,35,span_only_one_annotator,,,portability,union_keep,a_only
7693,desc,275,287,label_conflict,build_quality,design,build_quality,prefer_non_generic,
7693,review,14,38,label_conflict,size,compatibility,size,prefer_more_frequent,
7700,title,17,35,span_only_one_annotator,,,ease_of_use,union_keep,a_only
7700,desc,275,320,label_conflict,build_quality,design,build_quality,prefer_non_generic,
7736,desc,410,431,label_conflict,comfort,design,comfort,prefer_non_generic,
7736,desc,491,502,label_conflict,durability,comfort,durability,prefer_more_frequent,
7736,desc,545,567,label_conflict,portability,durability,durability,prefer_more_frequent,
7736,desc,653,691,label_conflict,included_items,portability,portability,prefer_more_frequent,
7736,desc,768,887,label_conflict,temperature_rating,included_items,included_items,prefer_more_frequent,
7736,desc,918,934,label_conflict,insulation,temperature_rating,insulation,prefer_more_frequent,
7736,desc,939,975,label_conflict,size,insulation,size,prefer_more_frequent,
7736,desc,1092,1145,label_conflict,material,size,size,prefer_more_frequent,
7736,desc,1152,1202,span_only_one_annotator,,,material,union_keep,b_only
7736,review,216,250,span_only_one_annotator,,,size,union_keep,a_only
7810,desc,173,190,label_conflict,ease_of_use,included_items,ease_of_use,prefer_more_frequent,
7810,desc,213,233,label_conflict,build_quality,ease_of_use,ease_of_use,prefer_more_frequent,
7810,desc,256,270,label_conflict,storage,design,storage,prefer_non_generic,
7810,desc,275,287,span_only_one_annotator,,,stability,union_keep,b_only
7810,desc,326,340,span_only_one_annotator,,,storage,union_keep,b_only
7810,review,27,64,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
7810,review,480,520,span_only_one_annotator,,,ease_of_use,union_keep,a_only
7873,title,17,29,span_only_one_annotator,,,size,union_keep,a_only
7950,title,17,35,span_only_one_annotator,,,portability,union_keep,a_only
7950,desc,173,190,label_conflict,ease_of_use,portability,ease_of_use,prefer_more_frequent,
7950,desc,213,233,label_conflict,build_quality,ease_of_use,ease_of_use,prefer_more_frequent,
7950,desc,256,270,label_conflict,storage,durability,durability,prefer_more_frequent,
7950,desc,275,320,span_only_one_annotator,,,performance,union_keep,b_only
7950,desc,326,340,span_only_one_annotator,,,storage,union_keep,b_only
7950,review,100,144,label_conflict,build_quality,ease_of_use,ease_of_use,prefer_more_frequent,
8026,desc,372,411,label_conflict,adjustability,design,adjustability,prefer_non_generic,
8026,desc,461,483,label_conflict,runtime,design,runtime,prefer_non_generic,
8026,desc,551,632,label_conflict,material,runtime,material,prefer_more_frequent,
8026,desc,697,767,label_conflict,ease_of_cleaning,material,material,prefer_more_frequent,
8026,desc,773,802,label_conflict,storage,design,storage,prefer_non_generic,
8026,desc,863,923,span_only_one_annotator,,,storage,union_keep,b_only
8026,review,0,19,label_conflict,design,size,size,prefer_non_generic,
8026,review,25,84,label_conflict,size,compatibility,size,prefer_more_frequent,
8026,review,95,170,label_conflict,compatibility,design,compatibility,prefer_non_generic,
8026,review,173,212,label_conflict,design,power,power,prefer_non_generic,
8072,desc,53,63,label_conflict,versatility,ventilation,ventilation,prefer_more_frequent,
8072,desc,65,74,label_conflict,storage,compatibility,storage,prefer_more_frequent,
8072,desc,112,160,label_conflict,durability,storage,durability,prefer_more_frequent,
8072,desc,177,209,span_only_one_annotator,,,material,union_keep,b_only
8194,desc,211,248,label_conflict,capacity,performance,capacity,prefer_non_generic,
8194,desc,266,278,label_conflict,design,capacity,capacity,prefer_non_generic,
8194,desc,441,454,label_conflict,insulation,design,insulation,prefer_non_generic,
8194,desc,515,546,label_conflict,ease_of_use,insulation,ease_of_use,prefer_more_frequent,
8194,desc,630,658,span_only_one_annotator,,,ease_of_use,union_keep,b_only
8194,desc,903,932,span_only_one_annotator,,,ease_of_use,union_keep,b_only
8194,desc,968,996,span_only_one_annotator,,,storage,union_keep,b_only
8194,review,35,52,label_conflict,overall,included_items,included_items,prefer_non_generic,
8194,review,90,100,span_only_one_annotator,,,overall,union_keep,a_only
8230,title,31,41,span_only_one_annotator,,,build_quality,union_keep,a_only
8230,review,116,170,label_conflict,build_quality,durability,durability,prefer_more_frequent,
8230,review,319,363,label_conflict,build_quality,durability,durability,prefer_more_frequent,
8311,title,49,60,span_only_one_annotator,,,color,union_keep,a_only
8311,title,62,66,span_only_one_annotator,,,color,union_keep,b_only
8311,desc,1503,1550,label_conflict,capacity,performance,capacity,prefer_non_generic,
8311,desc,1555,1569,label_conflict,portability,capacity,portability,prefer_more_frequent,
8311,desc,1574,1606,label_conflict,leak_resistance,portability,portability,prefer_more_frequent,
8311,desc,1611,1653,label_conflict,material,leak_resistance,material,prefer_more_frequent,
8311,desc,1658,1703,label_conflict,size,portability,size,prefer_more_frequent,
8311,desc,1708,1773,label_conflict,weight,material,material,prefer_more_frequent,
8311,desc,1778,1834,span_only_one_annotator,,,size,union_keep,b_only
8311,desc,1839,1914,span_only_one_annotator,,,weight,union_keep,b_only
8413,desc,56,72,label_conflict,capacity,performance,capacity,prefer_non_generic,
8413,desc,158,170,label_conflict,portability,capacity,portability,prefer_more_frequent,
8413,desc,349,366,label_conflict,leak_resistance,portability,portability,prefer_more_frequent,
8413,desc,371,387,span_only_one_annotator,,,design,union_keep,b_only
8413,desc,464,478,span_only_one_annotator,,,design,union_keep,b_only
8413,desc,584,604,span_only_one_annotator,,,insulation,union_keep,b_only
8492,review,13,35,label_conflict,portability,ease_of_use,ease_of_use,prefer_more_frequent,
8624,title,24,34,span_only_one_annotator,,,design,union_keep,a_only
8624,review,0,32,label_conflict,compatibility,ease_of_use,ease_of_use,prefer_more_frequent,
8664,title,0,34,span_only_one_annotator,,,design,union_keep,a_only
8664,desc,320,345,label_conflict,build_quality,insulation,build_quality,prefer_more_frequent,
8664,review,0,11,label_conflict,build_quality,size,size,prefer_more_frequent,
8664,review,16,69,label_conflict,size,design,size,prefer_non_generic,
8664,review,70,119,label_conflict,design,size,size,prefer_non_generic,
8664,review,197,298,label_conflict,size,storage,size,prefer_more_frequent,
8664,review,330,399,span_only_one_annotator,,,storage,union_keep,a_only
8746,desc,136,186,label_conflict,build_quality,performance,build_quality,prefer_non_generic,
8746,review,40,102,label_conflict,build_quality,material,material,prefer_more_frequent,
8746,review,104,132,label_conflict,build_quality,durability,durability,prefer_more_frequent,
8804,title,8,24,span_only_one_annotator,,,design,union_keep,a_only
8804,title,26,32,span_only_one_annotator,,,size,union_keep,b_only
8804,review,0,39,span_only_one_annotator,,,build_quality,union_keep,a_only
8810,title,8,17,span_only_one_annotator,,,design,union_keep,b_only
8810,title,8,24,span_only_one_annotator,,,quantity,union_keep,a_only
8810,title,26,32,span_only_one_annotator,,,size,union_keep,b_only
8810,desc,19,34,span_only_one_annotator,,,compatibility,union_keep,a_only
8810,desc,26,34,span_only_one_annotator,,,design,union_keep,b_only
8810,desc,35,38,span_only_one_annotator,,,size,union_keep,b_only
8810,desc,65,102,span_only_one_annotator,,,material,union_keep,b_only
8810,review,0,9,span_only_one_annotator,,,durability,union_keep,b_only
8810,review,4,29,span_only_one_annotator,,,durability,union_keep,a_only
8940,review,0,45,span_only_one_annotator,,,ease_of_use,union_keep,a_only
8991,title,37,44,span_only_one_annotator,,,size,union_keep,b_only
8991,desc,122,133,label_conflict,environmental_impact,compatibility,compatibility,prefer_more_frequent,
8991,desc,158,193,label_conflict,portability,size,size,prefer_more_frequent,
8991,desc,214,233,span_only_one_annotator,,,size,union_keep,b_only
8991,review,0,15,span_only_one_annotator,,,ease_of_use,union_keep,b_only
8991,review,0,40,span_only_one_annotator,,,ease_of_use,union_keep,a_only
9035,title,8,44,span_only_one_annotator,,,size,union_keep,a_only
9035,title,37,44,span_only_one_annotator,,,size,union_keep,b_only
9152,review,158,184,label_conflict,durability,ease_of_use,ease_of_use,prefer_more_frequent,
9152,review,205,220,label_conflict,build_quality,durability,durability,prefer_more_frequent,
9152,review,273,327,label_conflict,durability,build_quality,durability,prefer_more_frequent,
9152,review,329,373,span_only_one_annotator,,,durability,union_keep,b_only
9187,desc,160,201,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
9187,desc,207,243,label_conflict,runtime,ease_of_use,ease_of_use,prefer_more_frequent,
9187,desc,399,444,label_conflict,durability,runtime,durability,prefer_more_frequent,
9187,desc,548,560,label_conflict,ease_of_cleaning,durability,durability,prefer_more_frequent,
9187,desc,662,723,label_conflict,portability,ease_of_cleaning,portability,prefer_more_frequent,
9187,desc,794,823,label_conflict,performance,portability,portability,prefer_non_generic,
9187,desc,855,874,label_conflict,design,performance,design,prefer_more_frequent,
9187,desc,879,902,span_only_one_annotator,,,design,union_keep,b_only
9187,review,80,102,label_conflict,power,compatibility,compatibility,prefer_more_frequent,
9187,review,137,184,label_conflict,portability,performance,portability,prefer_non_generic,
9187,review,299,311,span_only_one_annotator,,,portability,union_keep,b_only
9229,title,29,40,span_only_one_annotator,,,design,union_keep,b_only
9229,desc,12,20,span_only_one_annotator,,,capacity,union_keep,b_only
9229,desc,28,54,span_only_one_annotator,,,capacity,union_keep,b_only
9229,desc,34,54,span_only_one_annotator,,,capacity,union_keep,a_only
9229,desc,69,113,span_only_one_annotator,,,size,union_keep,b_only
9229,desc,90,105,span_only_one_annotator,,,size,union_keep,a_only
9229,desc,140,150,label_conflict,insulation,design,insulation,prefer_non_generic,
9229,desc,155,172,span_only_one_annotator,,,environmental_impact,union_keep,a_only
9229,desc,155,197,span_only_one_annotator,,,ease_of_use,union_keep,b_only
9229,desc,222,237,span_only_one_annotator,,,size,union_keep,a_only
9229,desc,243,264,span_only_one_annotator,,,insulation,union_keep,b_only
9229,desc,281,309,span_only_one_annotator,,,material,union_keep,b_only
9229,desc,311,360,span_only_one_annotator,,,size,union_keep,b_only
9229,review,0,11,span_only_one_annotator,,,overall,union_keep,a_only
9290,title,19,25,label_conflict,ease_of_use,size,ease_of_use,prefer_more_frequent,
9290,title,26,29,span_only_one_annotator,,,size,union_keep,b_only
9290,title,30,37,span_only_one_annotator,,,design,union_keep,b_only
9290,desc,0,6,label_conflict,compatibility,size,size,prefer_more_frequent,
9290,desc,8,11,span_only_one_annotator,,,size,union_keep,b_only
9290,desc,12,19,span_only_one_annotator,,,design,union_keep,b_only
9290,desc,36,94,span_only_one_annotator,,,compatibility,union_keep,b_only
9290,review,0,28,label_conflict,performance,ease_of_use,ease_of_use,prefer_non_generic,
9290,review,39,75,span_only_one_annotator,,,ease_of_use,union_keep,a_only
9307,desc,221,232,label_conflict,weight,ease_of_use,ease_of_use,prefer_more_frequent,
9307,desc,284,301,label_conflict,performance,material,material,prefer_non_generic,
9307,desc,437,487,label_conflict,ease_of_use,performance,ease_of_use,prefer_non_generic,
9307,desc,522,534,label_conflict,design,weight,weight,prefer_non_generic,
9307,desc,535,624,span_only_one_annotator,,,design,union_keep,b_only
9372,desc,154,173,span_only_one_annotator,,,material,union_keep,b_only
9372,desc,200,229,span_only_one_annotator,,,material,union_keep,b_only
9372,review,0,37,label_conflict,material,performance,material,prefer_non_generic,
9372,review,60,93,span_only_one_annotator,,,material,union_keep,b_only
9446,title,8,22,span_only_one_annotator,,,size,union_keep,a_only
9446,review,159,217,label_conflict,build_quality,performance,build_quality,prefer_non_generic,
9446,review,372,409,span_only_one_annotator,,,build_quality,union_keep,a_only
9453,title,8,14,span_only_one_annotator,,,size,union_keep,a_only
9453,desc,126,188,span_only_one_annotator,,,portability,union_keep,a_only
9453,desc,189,240,span_only_one_annotator,,,performance,union_keep,b_only
9453,desc,241,280,span_only_one_annotator,,,design,union_keep,b_only
9453,desc,281,344,span_only_one_annotator,,,portability,union_keep,b_only
9453,review,62,91,span_only_one_annotator,,,performance,union_keep,b_only
9511,desc,188,211,label_conflict,design,privacy,privacy,prefer_non_generic,
9567,review,943,971,span_only_one_annotator,,,included_items,union_keep,b_only
9567,review,973,1005,span_only_one_annotator,,,included_items,union_keep,b_only
9689,desc,188,211,span_only_one_annotator,,,design,union_keep,b_only
9698,desc,188,211,span_only_one_annotator,,,design,union_keep,b_only
9698,review,37,76,label_conflict,build_quality,size,size,prefer_more_frequent,
9698,review,78,131,label_conflict,size,design,size,prefer_non_generic,
9698,review,210,228,label_conflict,design,ease_of_use,ease_of_use,prefer_non_generic,
9698,review,353,417,label_conflict,ease_of_use,waterproofing,ease_of_use,prefer_more_frequent,
9698,review,418,484,label_conflict,waterproofing,size,size,prefer_more_frequent,
9698,review,489,541,label_conflict,size,material,size,prefer_more_frequent,
9798,review,0,16,label_conflict,size,capacity,size,prefer_more_frequent,
9938,desc,55,70,label_conflict,size,capacity,size,prefer_more_frequent,
9938,desc,236,262,span_only_one_annotator,,,design,union_keep,b_only
9997,title,36,39,span_only_one_annotator,,,color,union_keep,b_only
9997,desc,36,39,span_only_one_annotator,,,color,union_keep,b_only
9997,desc,117,138,span_only_one_annotator,,,ease_of_use,union_keep,b_only
9997,desc,188,211,label_conflict,privacy,design,privacy,prefer_non_generic,
9997,desc,229,262,span_only_one_annotator,,,design,union_keep,b_only
9997,review,19,34,span_only_one_annotator,,,capacity,union_keep,b_only
9997,review,19,42,span_only_one_annotator,,,capacity,union_keep,a_only
9997,review,95,127,span_only_one_annotator,,,stability,union_keep,b_only
9997,review,101,127,span_only_one_annotator,,,wind_resistance,union_keep,a_only
9997,review,129,165,span_only_one_annotator,,,durability,union_keep,b_only
9997,review,149,165,span_only_one_annotator,,,durability,union_keep,a_only
9997,review,239,261,span_only_one_annotator,,,durability,union_keep,a_only
9997,review,285,320,span_only_one_annotator,,,durability,union_keep,b_only
10097,desc,402,432,label_conflict,build_quality,stability,build_quality,prefer_more_frequent,
10097,desc,530,650,label_conflict,weather_resistance,insulation,insulation,prefer_more_frequent,
10224,review,0,50,span_only_one_annotator,,,build_quality,union_keep,a_only
10287,title,14,24,span_only_one_annotator,,,durability,union_keep,a_only
10310,title,43,47,label_conflict,design,color,color,prefer_non_generic,
10403,title,40,55,span_only_one_annotator,,,design,union_keep,a_only
10473,title,40,55,span_only_one_annotator,,,design,union_keep,a_only
10473,review,45,59,label_conflict,build_quality,ease_of_use,ease_of_use,prefer_more_frequent,
10473,review,60,103,label_conflict,ease_of_use,performance,ease_of_use,prefer_non_generic,
10473,review,138,168,span_only_one_annotator,,,performance,union_keep,a_only
10548,review,46,55,label_conflict,build_quality,insulation,build_quality,prefer_more_frequent,
10583,title,8,30,span_only_one_annotator,,,capacity,union_keep,a_only
10583,title,32,41,label_conflict,color,capacity,capacity,prefer_more_frequent,
10583,title,43,47,span_only_one_annotator,,,color,union_keep,b_only
10583,review,176,214,span_only_one_annotator,,,material,union_keep,b_only
10767,desc,248,301,label_conflict,storage,material,material,prefer_more_frequent,
10767,desc,442,478,span_only_one_annotator,,,storage,union_keep,b_only
10767,review,0,56,sentiment_conflict,negative,positive,unknown,set_unknown_on_conflict,
10885,desc,120,192,span_only_one_annotator,,,material,union_keep,b_only
10885,desc,170,192,span_only_one_annotator,,,size,union_keep,a_only
10885,desc,199,216,span_only_one_annotator,,,durability,union_keep,a_only
10885,desc,227,247,label_conflict,material,ease_of_use,ease_of_use,prefer_more_frequent,
10885,desc,303,321,span_only_one_annotator,,,design,union_keep,b_only
10885,desc,310,321,span_only_one_annotator,,,ease_of_use,union_keep,a_only
10885,desc,386,400,label_conflict,build_quality,waterproofing,build_quality,prefer_more_frequent,
10885,desc,416,440,label_conflict,waterproofing,storage,waterproofing,prefer_more_frequent,
10885,desc,442,514,span_only_one_annotator,,,size,union_keep,b_only
10885,desc,454,514,span_only_one_annotator,,,storage,union_keep,a_only
10885,review,0,18,label_conflict,performance,ease_of_use,ease_of_use,prefer_non_generic,
10885,review,23,59,span_only_one_annotator,,,build_quality,union_keep,a_only
10892,review,246,291,label_conflict,storage,ease_of_use,ease_of_use,prefer_more_frequent,
11010,review,29,90,span_only_one_annotator,,,build_quality,union_keep,a_only
11010,review,92,175,span_only_one_annotator,,,build_quality,union_keep,a_only
11037,desc,82,122,span_only_one_annotator,,,comfort,union_keep,b_only
11037,desc,127,166,label_conflict,comfort,insulation,insulation,prefer_more_frequent,
11042,review,0,28,span_only_one_annotator,,,material,union_keep,b_only
11042,review,29,65,span_only_one_annotator,,,material,union_keep,b_only
11054,desc,82,122,label_conflict,comfort,performance,comfort,prefer_non_generic,
11054,review,15,66,span_only_one_annotator,,,material,union_keep,b_only
11142,title,43,47,label_conflict,design,color,color,prefer_non_generic,
11142,review,0,54,span_only_one_annotator,,,material,union_keep,b_only
11176,title,43,47,label_conflict,design,color,color,prefer_non_generic,
11337,desc,145,163,span_only_one_annotator,,,performance,union_keep,b_only
11337,desc,145,187,span_only_one_annotator,,,performance,union_keep,a_only
11337,desc,199,222,span_only_one_annotator,,,performance,union_keep,b_only
11337,desc,199,263,span_only_one_annotator,,,performance,union_keep,a_only
11337,desc,359,365,span_only_one_annotator,,,durability,union_keep,b_only
11337,desc,359,381,span_only_one_annotator,,,durability,union_keep,a_only
11337,review,0,17,label_conflict,performance,price,price,prefer_non_generic,
11337,review,51,141,span_only_one_annotator,,,price,union_keep,a_only
11498,desc,114,144,label_conflict,durability,material,material,prefer_more_frequent,
11498,desc,359,381,label_conflict,build_quality,durability,durability,prefer_more_frequent,
11498,desc,579,598,label_conflict,material,design,material,prefer_non_generic,
11498,desc,606,628,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
11498,review,0,25,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
11498,review,30,60,label_conflict,durability,performance,durability,prefer_non_generic,
11650,title,8,16,span_only_one_annotator,,,design,union_keep,a_only
11650,desc,359,381,label_conflict,build_quality,durability,durability,prefer_more_frequent,
11650,review,16,22,label_conflict,build_quality,durability,durability,prefer_more_frequent,
11651,desc,334,357,label_conflict,build_quality,durability,durability,prefer_more_frequent,
11651,review,26,40,label_conflict,sharpness,price,price,prefer_more_frequent,
11651,review,42,61,span_only_one_annotator,,,design,union_keep,b_only
11651,review,67,99,span_only_one_annotator,,,sharpness,union_keep,b_only
11723,desc,199,246,label_conflict,performance,design,design,prefer_more_frequent,
11723,desc,359,381,span_only_one_annotator,,,build_quality,union_keep,a_only
11723,desc,606,628,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
11723,review,201,247,label_conflict,build_quality,price,build_quality,prefer_more_frequent,
11723,review,248,279,label_conflict,price,performance,price,prefer_non_generic,
11723,review,561,597,label_conflict,performance,design,design,prefer_more_frequent,
11723,review,644,714,label_conflict,design,ease_of_use,ease_of_use,prefer_non_generic,
11723,review,719,776,label_conflict,ease_of_use,performance,ease_of_use,prefer_non_generic,
11723,review,870,918,label_conflict,performance,ease_of_use,ease_of_use,prefer_non_generic,
11723,review,1155,1191,label_conflict,durability,ease_of_use,ease_of_use,prefer_more_frequent,
11723,review,1192,1265,span_only_one_annotator,,,price,union_keep,a_only
11724,desc,359,381,label_conflict,build_quality,durability,durability,prefer_more_frequent,
11744,desc,96,106,label_conflict,sharpness,design,sharpness,prefer_non_generic,
11744,desc,334,357,label_conflict,build_quality,design,build_quality,prefer_non_generic,
11744,desc,371,381,label_conflict,material,build_quality,material,prefer_more_frequent,
11744,desc,493,526,label_conflict,ease_of_use,material,ease_of_use,prefer_more_frequent,
11744,desc,579,598,span_only_one_annotator,,,material,union_keep,b_only
11744,desc,606,628,span_only_one_annotator,,,ease_of_use,union_keep,b_only
11744,review,406,468,label_conflict,price,included_items,price,prefer_more_frequent,
11744,review,470,517,label_conflict,performance,price,price,prefer_non_generic,
11744,review,961,997,span_only_one_annotator,,,performance,union_keep,b_only
11747,desc,359,381,label_conflict,build_quality,durability,durability,prefer_more_frequent,
11894,title,19,29,span_only_one_annotator,,,design,union_keep,a_only
11894,desc,109,187,label_conflict,size,compatibility,size,prefer_more_frequent,
11894,desc,298,316,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
11894,review,0,51,label_conflict,performance,design,design,prefer_more_frequent,
11894,review,92,113,label_conflict,performance,design,design,prefer_more_frequent,
11894,review,151,195,label_conflict,performance,ease_of_use,ease_of_use,prefer_non_generic,
11894,review,221,242,label_conflict,design,ease_of_use,ease_of_use,prefer_non_generic,
11894,review,285,363,label_conflict,ease_of_use,design,ease_of_use,prefer_non_generic,
11894,review,406,426,span_only_one_annotator,,,size,union_keep,b_only
11894,review,406,473,span_only_one_annotator,,,design,union_keep,a_only
11894,review,503,521,span_only_one_annotator,,,size,union_keep,b_only
11894,review,503,585,span_only_one_annotator,,,size,union_keep,a_only
11894,review,918,942,label_conflict,size,compatibility,size,prefer_more_frequent,
11894,review,943,996,label_conflict,size,material,size,prefer_more_frequent,
11894,review,1129,1202,label_conflict,size,design,size,prefer_non_generic,
11894,review,1285,1349,span_only_one_annotator,,,ease_of_use,union_keep,a_only
11949,title,17,33,span_only_one_annotator,,,design,union_keep,a_only
11950,title,8,33,span_only_one_annotator,,,design,union_keep,a_only
11950,desc,982,1044,label_conflict,build_quality,ease_of_use,ease_of_use,prefer_more_frequent,
11990,title,17,33,span_only_one_annotator,,,design,union_keep,a_only
11990,desc,982,1028,label_conflict,build_quality,durability,durability,prefer_more_frequent,
11990,desc,1570,1584,span_only_one_annotator,,,material,union_keep,b_only
11990,review,263,280,label_conflict,build_quality,design,build_quality,prefer_non_generic,
11990,review,346,369,label_conflict,build_quality,design,build_quality,prefer_non_generic,
12025,title,17,28,span_only_one_annotator,,,size,union_keep,a_only
12025,desc,982,1028,label_conflict,build_quality,durability,durability,prefer_more_frequent,
12065,title,0,33,span_only_one_annotator,,,design,union_keep,a_only
